guid;full_name;last_name;first_name;patronymic;was_fixed
f6d22513-568b-4014-906a-09835251f53e;Князева Эммануил Макаровна;Князева;Эммануил;Макаровна;NO
88febeca-ad61-48d8-b30d-05b100c9664a;ИП Овчинников Л.Ф.;Овчинников;Лучезар;Федосеевич;NO
047b3295-0fe7-438b-8375-7602e6ed5748;Фомина К. В.;Фомина;Капитон;Валентинович;NO
92904937-f989-49d9-b252-72812446ac95;Молчанов Л. В.;Молчанов;Леонтий;Вилорович;NO
78b4dee5-4de2-4a9d-8943-b0147dad7745;ИП Морозов Н.Б.;Морозов;Нифонт;Бориславович;NO
c5426ec6-21a6-4baa-b943-0293841ce60f;Блинова Любосмысл Макаровна;Блинова;Любосмысл;Макаровна;NO
06bfc3a1-254c-484f-9cf9-a614310d1581;Кириллов Софон Максимовна;Кириллов;Софон;Максимовна;NO
edf7ec92-7aa9-4a38-a314-d43fb7136566;Петров С. Я.;Петров;Силантий;Яковлевич;NO
a1a0aeb8-3a2b-482e-8fec-08a69b05b108;Анисимов Анисим Николаевна;Анисимов;Анисим;Николаевна;NO
f60cdd08-819e-4f5d-9c54-4931a55c4868;Медведева Евдокия Феоктистович;Медведева;Евдокия;Феоктистович;NO
11e13450-ff3b-4ae9-ab1d-e2c4364a7ffe;ИП Фомина Э.Е.;Фомина;Эраст;Ерофеевич;NO
921b240d-6829-47e8-9e6f-4e9e3a402e8a;Сергеева С. Е.;Сергеева;Силантий;Ерофеевич;NO
1d90fda5-c74e-4495-a5e7-58ec7a25e056;Ларионов Ян Тихонович;Сергеева;Эраст;Яковлевич;YES
71e807cd-34c5-4ad3-a33d-4fd616b3b63c;Ларионов Ян Тихонович;Ларионов;Ян;Тихонович;YES
a54d1215-c34b-439e-a241-704e2699c152;Терентьева Мария Эдуардович;Терентьева;Мария;Эдуардович;NO
e2e1ff90-5316-4e86-a006-e01daf0724cd;Дорофеева Аркадий Геннадиевна;Дорофееве;Аркадий;Геннадиевна;NO
35f6f2ca-8843-4140-97a9-4e53233b363a;ИП Семенов А.А.;Семенов;Антип;Авдеевич;NO
45e46780-d785-4c41-b67e-70a6aa556349;Кириллов И. Е.;Кириллов;Иуаклий;Егорович;NO
aaf13182-e0c8-48ef-8273-782de0a12140;Кириллов И. Е.;Кириллов;Иуаклий;Егорович;NO
e8375c94-8060-4ea6-9c31-aa5fc1334d30;Титов И. Е.;Титов;Иосиф;Егорович;NO
cc368a13-8a2b-42fc-8b8c-43731a7c59a0;Антонов Нинель Антипович;Антонов;Нинель;Антипович;NO
4a6a5d2f-1763-4cf8-ac13-435499f516a2;ИП Куликов М.Х.;Куликов;Мечислав;Харитонович;NO
d2374134-ba4c-43a8-bcb7-de9745367818;Власов Я. Ф.;Власов;Яков;Фомич;NO
23915ab7-a908-4069-9a23-dc218b09d1bd;Горшков Леон Макаровна;Горшков;Леон;Макаровна;NO
55478abc-4a87-496c-9286-ab38b662b6be;Меркушев Варвара Максимовна;Меркушев;Варвара;Максимовна;NO
e3f32faf-3c24-4676-8736-5db72ad493b1;Кудряшов Аполлон Дмитриевна;Кудряшов;Аполлон;Дмитриевна;NO
9b39af9c-bc7b-4ead-9187-70e3b07ee9ae;Филатова Казимир Филимонович;Филатова;Казимир;Филимонович;NO
ee71228e-4068-47ee-8c29-10798a635303;Борисова Л. Е.;Борисова;Лукия;Ефстапьевич;NO
1b962190-6cdd-4c39-af05-bcc481031064;Емельянов Любосмысл Егорович;Емельянов;Любосмысл;Егорович;NO
c72fdace-3d19-4e1d-a799-9ad5a8a0a617;Васильева А. А.;Васильева;Андроник;Аверьянович;NO
66801e7a-0cdb-4a1c-9d23-07ef3f9d0b68;Егоров Мир Ефстафьевич;Егоров;Мир;Ефстафьевич;NO
70829aa4-9a45-4de5-b8ca-5242203f8a00;ИП Антонов Л.Е.;Антонов;Лукия;Егорович;NO
7aee7e61-ba0a-4095-b196-074e4193bddc;Матвеев Виктория Вадимовна;Матвеев;Виктория;Вадимовна;NO
6200dfcc-d0f6-48a5-8c27-cf12233375e4;Ширяев Н. Т.;Ширяев;Нинель;Трифонович;NO
49936735-e187-454f-90c8-72fdd592b0e4;Бобров Яков Филиппович;Анисимов;Эраст;Макаровна;NO
d3bd6118-e2ba-4792-9abf-cc0d7b697c5f;Бобров Яков Филиппович;Бобров;Яков;Филиппович;NO
ad19ae87-32a1-4e5c-acc0-4c7c8bbc5be3;Титов Е. Г.;Титов;Ефрем;Георгиевич;NO
7fd30556-22a2-4618-a64b-ddfc72abeca3;Блинова Аркадий Дмитриевна;Блинова;Аркадий;Дмитриевна;NO
b4c2ef56-a1a0-455e-8764-b3dd6f79bf34;Блинова Аркадий Дмитриевна;Блинова;Аркадий;Дмитриевна;NO
08214b1f-a001-4e8f-8481-4ec66921429b;рП Сысоева Г.Е.;Сысоева;Глеб;Ефимович;NO
ac0fa16d-a0a6-4c7c-a951-9d02d000aed2;Боброва Лариса Феоктистович;Боброва;Лариса;Феоктистович;NO
00b99214-dd80-461b-8acf-da74da59ac84;Суворова Чеслав Викентьевич;Суворова;Чеслав;Викентьевич;NO
5c8662a3-c930-47f5-bcca-d057b4865f06;ИП Кириллов В.И.;Кириллов;Вера;Ильясович;NO
5602034f-caaa-41af-bde6-83922f4372fb;Орлов П. Д.;Орлов;Поликарп;Дорофеевич;NO
3bc568d7-486f-47d2-8a12-6a6a00b7169c;Орлова Лукия Харитоновна;Орлова;Лукив;Харитоновна;YES
fcac5150-d87c-420c-ac7e-9a1addf52037;Анисимов Агап Матвеевич;Анисимов;Агап;Матвеевич;NO
3c80be77-4ce2-462b-8f1c-d23de1adac50;ИП Киселева И.М.;Киселева;Иван;Максимовна;NO
e4b5e99b-f29d-40f4-955b-4a33c622bb78;Назаров Нинель Егорович;Назаров;Нинель;Егорович;NO
723d204a-44da-4dc1-8e19-2e5b7a2a2ea8;Орлов А. А.;Орлов;Аластасия;Ааронович;NO
57b1947d-d4ec-43a5-a252-39d731d31a15;ИП Антонов Н.И.;Антонов;Нинель;Игнатович;NO
ad08d172-12a3-4a61-b027-1b7abab5eac1;Орлов Нинель Харламович;Орлов;Нинель;Харламович;NO
39b39e78-bc5b-4ac3-ae52-6e49f5f6bf4b;Филатова А. В.;Филатова;Анжелика;Валентинович;NO
6ca14398-3471-4387-8805-e0a221fa63a1;Филатова А. В.;Филатова;Анжелика;Валентинович;NO
eadc4aa1-9cec-40fd-9705-f82d5266c6e6;Яковлева Глеб Матвеевич;Яковлева;Глеб;йатвеевич;NO
51932224-8973-4c72-a338-9876b4654dca;Анисимова Лучезар Филипповна;Анисимова;Лучезар;Филипповна;NO
8cb6e0f1-e88f-4105-aeec-2c3946493b5c;Носкова Велимир Харитоновна;Носкова;Велимир;Харитоновна;NO
da6d6af0-1f34-41d6-9942-feb2636897b7;Антонов Селиван Леоновна;Антонов;Селиван;Леоновна;YES
d45b4cd3-600a-47c1-ac42-c7920a29ec6d;Тетерин Панфил Аверьянович;Тетерин;Панфил;Аверьянович;NO
ad1e18de-e432-441d-88c9-39b81e8c6fbd;Орлов Иосиф Яковлевич;Орлов;Иосил;Яковлевич;NO
32ec27f1-0b24-4444-9e07-0f5e1ab3d266;Носкова Д. В.;носкова;Демид;Васильевна;NO
207b07b9-8bcc-44ba-9d46-9cd735892482;Григорьев Феофан Игнатович;Григорьев;Федфан;Игнатович;NO
4b501428-1498-4d1a-a898-08279f6f7ac4;Михеев Капитон Харитонович;Михеев;Капитон;Харитонович;NO
39e6565e-9187-4b6b-8e93-9b335890bff4;Пономарева Эраст Филимонович;Пономарева;Эраст;Филимонович;NO
24b26bdd-5fdc-402e-8f2d-9f1d6fde6ccd;ИП Сысоева Л.Е.;Сысоева;Лукия;Ефимовна;NO
4a44f897-cfc0-4b6d-9d43-9068bc86e9f5;Тетерин Э. В.;Тетерин;Эдуард;Вилорович;NO
1d8392f9-4593-44aa-8cb5-9d161fdfbc35;Макарова Анисим Максимовна;Макарова;Анисим;Максимовна;NO
f269d595-e64f-400c-8052-abbc26b1caab;Морозов Лонгин Яковлевич;Морозов;Лонгин;Яковлевич;NO
c524e7e0-4789-449b-8ac2-4c7ef5d04a27;Соболев Ян Бориславович;Соболев;Ян;Бориславович;NO
2cccb537-0872-43c1-a638-9d72db0e770d;Горшков Леонтий Трифонович;Горшков;Леонтий;Трифонович;NO
9222da80-093f-42ae-be47-0ecc816760ee;ИП Елисеева Е.р.;Елисеева;Евсей;Станиславовна;NO
d20baebc-1eb3-4bc8-8850-243c1bb0b1de;ИП Горшкова И.Е.;Горшкова;Ираклий;Ефимовна;NO
7242af88-d3b2-49a8-848a-757d9e465576;Алексеев Таисия Ефимьевич;Алексеев;Таисия;Ефимьевич;NO
1d1c6e1b-d801-4cfe-989f-bebe8054448b;Егорова Иван Гордеевич;Егорова;Иван;Гордеевич;NO
3852c932-115f-4ddb-8172-07b378305c0c;Лыткина Ф. Д.;Лыткина;Феофан;Дмитриевич;NO
aeda88fd-4b3f-485d-ae42-834135525111;Сорокина Эрнст Альбертовна;Сорокина;Эрнст;Альбертовна;NO
2a65fae2-0940-41f7-a391-713480bc2a8e;Мишина Аркадий Николаевна;Мишина;Аркадий;Николаевна;NO
49b0f060-5136-4723-b2d7-fe373f45b23e;ИП Медведева Е.В.;Медведева;Евсей;Власович;NO
0468bd30-2ca3-4ec9-a170-e83ba88a8471;Анисимова Нифонт Филимонович;Анисимова;Нифонт;Филимонович;NO
d9906272-6193-410b-951b-6ae5d2f0d656;ИП Антонов Я.Р.;Антонов;Ян;Русаановна;NO
1f0a2447-72f1-4857-ac75-051fadf75b3f;Игнатьева Ираклий Альбертовна;Игнатьева;Ираклий;Альбертовна;NO
7e57137a-80a6-4ca6-8a04-ebf380a33353;Терентьева Ян Алексеевич;Терентьева;Ян;Алексеевич;NO
3d2e924c-19ca-4ac3-b3d5-c8392487fd8c;Ситников М. В.;Ситников;Мина;Валентинович;NO
fda69963-6509-4c09-adac-3bcdc7c86987;ИП Филатова Л.Ф.;Филатова;Леонтий;Фокич;NO
a19dc339-ad20-4276-a03f-ca27ac4ce2b3;Васильева Панфил Николаевна;Васильева;Панфил;Николаевна;NO
09486a02-79bd-4a27-9d11-eefc5bcbb516;Носкова П. Г.;Носкова;Поликарп;Гаврилович;NO
53c6a32e-34e2-441b-a88b-31d0de743279;ИП Жуков Е.Р.;Жуков;Елизар;Русщановна;NO
555de77e-27f4-4377-954a-e3b585c7c36f;Мишина Лукия Ефимьевич;Мишина;Лукия;Ефимьевич;NO
b6d32c2d-ce3e-4883-ac35-e9a50329534b;ИП Орлов Е.Л.;Орлов;Елизар;Леоновна;NO
0e16618a-06ad-4910-8e2a-970cb4962cb2;Горшков Лукия Власович;Горшков;Лукия;Власович;NO
ee8975da-5201-48fc-bef2-dfd77f81ebfe;Овчинников Агата Феоктистович;Овчинников;Агата;Феоктистович;NO
2174925c-60ef-450c-bfe3-f41a42dcaafa;Молчанов Таисия Дмитриевна;Молчанов;Таисия;Дмитриевна;NO
15b08ddf-9fc2-41ee-9716-7b876f14e5ee;Беляков В. Г.;Беляков;Вера;Геннадиевна;NO
a8e4120d-db97-4952-832d-4c4c225e82de;Куликов Яков Харлампович;Куликов;Яков;Харлампович;YES
d4b6cc66-3f55-41ce-a9ea-76764fcb3942;Куликов Викторин Фомич;Куликов;пикторин;Фомич;NO
893e61c7-3a98-4d33-8a18-60c08680c22f;Зуева Алина Иларионович;Зуева;Алина;Иларионович;NO
6726186d-bf52-4f79-9799-24b166a2931c;Беспалов Ян Леоновна;Беспалов;Ян;Леоновна;NO
064f433c-52aa-4c50-aafd-353881b25a7d;ИП Воронцова Н.Н.;Воронцова;Нестор;Наумовна;NO
2ef06a7d-de1a-4cb4-ad0c-bfed853f6b5f;Носкова Лукия Валентинович;Носкова;Лукия;Валлнтинович;NO
0cdc7886-9ca4-4fb8-a890-f9677163c602;Носкова Лукия Валентинович;Носкова;Лукия;Валлнтинович;NO
